occupationUri,occupationLabel,relationType,skillType,skillUri,skillLabel
http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7,customer service representative,optional,skill/competence,http://data.europa.eu/esco/skill/c81c9ea3-4689-4146-9076-24dd175c69bc,carry out active selling
http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7,customer service representative,optional,skill/competence,http://data.europa.eu/esco/skill/ece25f2f-e91a-4186-a221-caa715195fd7,show diplomacy
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/1709f408-9965-489b-9805-8e1e5d9e483b,health care legislation
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/49ef9f4c-3577-4780-ba2f-d068d1cde7bb,administrative tasks in a medical environment
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/5d7890d5-d229-4b79-a5da-6819e38a52b6,health records management
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/9a7cc3c2-b529-44a4-ab8e-f04fc91362e2,professional documentation in health care
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/9b63d92b-5a3a-46b0-b2ba-c98b39ea5aaf,health care system
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,data storage
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/b21e2984-c6b2-4352-bbe8-8f3b03bd50f6,medical informatics
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/cf0b92de-4bd0-46ee-b383-7765b4cbcac9,clinical coding
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,knowledge,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1,document management
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/048f04c9-83b1-48cd-9ac9-16a433695a61,deliver case notes
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/1fe4c04b-30b6-4d6e-8588-458a145145a3,display medical problems
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/2e040fb0-66b9-4529-bec6-466472b60773,archive healthcare users' records
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/4d614c92-0c48-4a11-a5ed-416b34fd50d2,manage healthcare users' data
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/51ece34f-c24e-4183-9bf4-9b6f28748aec,maintain healthcare user data confidentiality
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/53141450-2fa9-4890-a64e-7ffd4e1144be,use electronic health records management system
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/76395873-7fe2-4f9a-b4b6-9932f8cbd0b4,follow clinical guidelines
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/7d08e3cd-3a68-4568-8273-5b53ac0cbc71,collect healthcare user's general data
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/98eb1f3b-3480-416b-bd4b-811946f7e347,comply with quality standards related to healthcare practice
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/9ec07ba9-f876-4dce-92b1-9e0cd68aa969,identify patients' medical records
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/aa238394-8126-4ada-be2f-9dfe065cf314,adhere to organisational guidelines
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/b22828a8-18e7-4639-8fbd-f2b33594382d,collect statistics on medical records
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,perform backups
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/d181042e-c531-4461-af7c-4071c53418fe,type on electronic devices
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/d3eccb86-f02d-4950-bfbd-20b9510774a1,apply organisational techniques
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/eba85523-6ad2-4cd9-9b27-a0b6a39b8cfa,work in multidisciplinary health teams
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/f022b5ff-8496-4722-a7a3-ef3c072f01f6,perform clinical coding procedures
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,process data
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,essential,skill/competence,http://data.europa.eu/esco/skill/fa3e5cec-703e-4d46-b3bb-e8a89540ab54,manage digital archives
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,knowledge,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,customer service
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,knowledge,http://data.europa.eu/esco/skill/53d45a18-6c15-4c50-821c-d116ae0611ec,medical studies
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,knowledge,http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea,pharmacology
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/30b1f3e1-1586-4d41-aa02-e2ab021b5164,handle paperwork
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/38cd93b5-af8a-4528-a0f0-f8439ccb4b09,answer patients' questions
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,use databases
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/7110bf9f-b245-4adc-9159-5081013fd64d,communicate in healthcare
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/7ff2c668-0e86-418a-a962-4958262ee337,use communication techniques
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/819c55a7-8bc7-423a-9b3b-7adf5a6e6a5b,send samples to laboratory
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/b55f61a4-5f9e-4741-ba95-9ac04b64119b,work in a multicultural environment in health care
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,manage digital documents
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/c6c0ceda-a2b6-4f8f-8d31-e259933300dc,communicate in foreign languages with health service providers
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/d5e9b47e-580f-41e7-bc6c-e7345566fcb4,review patient's medical data
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/d70701ca-d3be-44cb-963e-8e7142555144,transfer medical information
http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,medical records clerk,optional,skill/competence,http://data.europa.eu/esco/skill/fb15ca73-68fb-41db-a235-0b61d7d9021e,participate in medical records' auditing activities
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,knowledge,http://data.europa.eu/esco/skill/3782a625-52c2-46c7-b585-35ba4ddc4a1d,crafting
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,knowledge,http://data.europa.eu/esco/skill/3f4e4eab-a8e0-4aed-b8bb-79afe7c890e3,food safety principles
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,knowledge,http://data.europa.eu/esco/skill/3fa0a100-66ea-4bb3-a33e-2044d4a43df3,bakery ingredients
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,knowledge,http://data.europa.eu/esco/skill/811bdb9d-5bf7-4b5a-a3f5-4fc2002f6d57,financial capability
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,knowledge,http://data.europa.eu/esco/skill/dc57f705-75b6-4232-b531-1f020afa0364,food and beverage industry
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,knowledge,http://data.europa.eu/esco/skill/e33ad426-d088-4136-b9f4-8e9c70522932,bakery production methods
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/047ceb23-1eb3-4889-a07f-84a1e4b85bff,monitor flour unloading equipment
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/06cf28f4-608d-4fb9-94c5-c0698d70ea71,maintain cutting equipment
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/0c944316-12f6-4949-a156-a03dbaae790f,ensure sanitation
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/0eece926-f1a3-4b65-9b99-a35e4c0eb835,care for food aesthetic
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/188048ff-18bf-43c4-a1a0-7adb6e68f421,monitor machine operations
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/29b326ea-a9c8-4963-b35a-8541d0cdff77,store raw food materials
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/2f4f78ac-0246-4c59-907d-9fcb46f8fb77,mark differences in colours
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/46661213-71c3-4039-86e7-4ee9c908425a,apply flame handling regulations
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/50db2b5e-edda-496d-8a6e-aff91dc243d9,prepare bakery products
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/5521fcf8-80fa-489b-af18-a69823b85702,clean food and beverage machinery
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/5626b3b1-5415-47f6-acf1-b573d457d180,bake goods
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/5ba1d5b9-3f8d-46ca-bf9f-2e9ca65d1350,apply HACCP
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/5d05068e-7ae7-4ff6-8fa3-e35ea03b48b1,check quality of products on the production line
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/680f271f-4a7e-410a-aaaf-4f42c8f48251,administer ingredients in food production
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/77250067-81bd-4e18-865e-2be6ca26c8a8,tend bakery ovens
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/8f96b592-24c4-40c3-bb88-189ae3a1e405,mould doughs
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/a0d96ce8-aeeb-4ffb-bd78-21c0598179ff,work according to recipe
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/a1a032e1-4b7a-4603-8516-43d83707ffac,set up machine controls
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/a34f4fd4-1aff-4941-82d5-542ac94f81c3,follow hygienic procedures during food processing
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/adcde86b-023a-4865-afec-45e1c343388e,administer lactic ferment cultures to manufacturing products
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/b5e1a909-9d21-4c29-9438-9df9fd7da3a1,select adequate ingredients
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/bc250150-3372-42c9-834a-a1b65f89ca0b,apply requirements concerning manufacturing of food and beverages
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/bf7a45c4-0d72-4e6e-9da7-127b2b6656b7,apply GMP
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/c44c5e78-6647-406c-84f0-b6e626877fc2,monitor temperature in farinaceous processes
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/ce37e233-64c4-4b48-a09a-04ec08fb9740,ensure correct use of bakery equipment
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/cf7ec3cc-75a9-4cbb-9db2-7f0c8b58d8af,measure precise food processing operations
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/d18408c1-c2ba-4835-9ee0-352705d807d0,operate weighing machine
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/d87653a0-87b0-4c03-a44a-bf0a217431a2,knead food products
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,essential,skill/competence,http://data.europa.eu/esco/skill/e52d79c7-c1be-47d9-84ed-81af18d67931,operate mixing of food products
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,knowledge,http://data.europa.eu/esco/skill/61bef658-d7f9-4759-b1b0-0f9cb3bc581a,biotechnology
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,knowledge,http://data.europa.eu/esco/skill/7976294b-215b-4310-a53f-5b0b5ee23d16,fermentation processes of food
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,knowledge,http://data.europa.eu/esco/skill/7b969ac9-f085-4afb-a480-c5210fb4da7d,milling machines
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,knowledge,http://data.europa.eu/esco/skill/bf5b4ec8-330c-4d51-bbbb-fc7ac6b4b2a5,mill operations
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,knowledge,http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,energy conservation
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,knowledge,http://data.europa.eu/esco/skill/f3c3e51d-f4dc-49a8-8725-2a2d3160446e,processes of foods and beverages manufacturing
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8,tend packaging machines
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/09e7cd13-ea36-4694-afe5-f34373759392,provide training on quality management supervision
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533,work in an organised manner
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/14f6c275-5a3c-4016-8be0-53c40b4bfbc5,operate a heat treatment process
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/202d6f30-e630-4b27-a437-ce4e2b8a5d75,manage challenging work conditions during food processing operations
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/2562fa92-6ecf-4ba9-831e-0ce94acb8991,disassemble equipment
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/25e16679-a7d0-464d-916c-63210001bbab,act reliably
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/35718973-913e-447b-a968-83e66e6c8872,keep inventory of goods in production
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/360e1c45-d335-4a19-b717-e1932927a72b,handle delivery of raw materials
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,recruit employees
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,manufacturing of confectionery
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/54d68400-9da3-4077-a7ee-52e68b390ef6,follow written instructions
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/587530c9-149c-4078-9f64-b58097aea0ae,bake confections
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/728cd984-19ad-441c-8145-b8edc9c53445,execute chilling processes to food products
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/79c96922-6032-40d6-b391-0f4a0d85e620,make artistic food creations
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/7ee9fb56-91b1-4363-b51f-ea54ae1b5761,negotiate price
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/82e1876d-03be-4e15-b32a-b0967a20df71,assist in the development of standard operating procedures in the food chain
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/96c74a96-77dd-4285-a7f0-33966ec0df5e,improvise to occuring food processing situations
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/9a8bb4aa-44d7-42bc-a772-27da12c61a27,monitor operations of cleaning machines
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/9d5521f9-44d7-4db4-b7ac-0ba7d389f44d,liaise with colleagues
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/ab2bb44a-3956-4028-8715-8b70b1960b99,lift heavy weights
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/b65691e8-1b0f-4593-8d18-9ebb66e10383,monitor roasting
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/bf40aa7c-1e99-40bb-a718-1e1492aaf00f,identify market niches
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/c19c5b7d-ce2f-451f-9ae3-59cf823aa490,create new recipes
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/c8f14c32-7f24-41bb-9e8f-b24d6fd3ca86,follow production schedule
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/ce541a71-0eaa-40e7-999d-793d1f16fa4c,adapt efficient food processing practices
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/dacaebb5-5d85-4f3e-9adb-7c82b4f53189,dispose food waste
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/e1f5c539-7c93-49ee-917d-a24e0d887686,control of expenses
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/e65117b6-97e0-4f45-bd61-e581dcd6ec2a,select adequate packaging for food products
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/ebfe7b18-1fad-463f-9509-8ef1a5736045,perform services in a flexible manner
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/ed883d6b-cd2a-4d87-8bef-13f66f80fcb6,work in a food processing team
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/ee5e17b9-be48-48c8-a72f-a489988eaf74,identify the factors causing changes in food during storage
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/ef4a3050-2232-4562-9ecd-bd1d5f22f064,analyse characteristics of food products at reception
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/f14ff4b7-be1e-4b55-b39b-520005f8a97e,liaise with managers
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/f2536b0a-068b-48ed-910f-231bfa0ec032,exert quality control to processing food
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/f404dcb3-4ed1-404e-9ab8-992918d836ac,enforce health and safety regulations for bread products
http://data.europa.eu/esco/occupation/1aadb308-432a-4d01-b54b-b4f7f76dd419,baker,optional,skill/competence,http://data.europa.eu/esco/skill/f4751ef2-75fb-4c3b-9827-143895ee6218,examine production samples
