occupationUri,occupationLabel,relationType,skillType,skillUri,skillLabel
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,knowledge,http://data.europa.eu/esco/skill/48f480aa-c9a8-4552-b1c5-e94330912257,road traffic laws
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,knowledge,http://data.europa.eu/esco/skill/575f79e8-8500-4ddf-91ec-5e6de73d35a3,mechanical components of vehicles
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,knowledge,http://data.europa.eu/esco/skill/74ad37e3-325b-4ccd-ab2a-04f7696750e8,health and safety measures in transportation
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,knowledge,http://data.europa.eu/esco/skill/a1be36ca-a753-4143-98c3-09ede5e60057,transport topography
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,knowledge,http://data.europa.eu/esco/skill/b54545e6-637c-43a2-8ab2-9efd5f9e2d38,passenger transport regulations
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/08365fba-e874-497b-aa9a-1c09d2aecd4d,focus on passengers
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342,apply conflict management
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/144318ce-d147-49fb-ae0b-3c5a9a677c14,control the performance of the vehicle
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/17894c11-a75e-4356-898f-feca10395d65,help to control passenger behaviour during emergency situations
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/1d21f6ad-340f-45da-a0a3-4e83867f47a6,provide first aid
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/2815f65d-6adb-46a6-8041-5768febf5580,drive in urban areas
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/3172f001-a4dd-4e7e-9f74-9707b2e7c6e1,read maps
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/4f8f9d1e-6672-4e58-abb2-258e8b1c700f,manoeuvre bus
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/51bc28e9-c489-44d8-9263-4ada49ed1933,communicate clearly with passengers
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/6eae917f-7ff1-4ef5-9cdf-82a0d0d83593,tolerate sitting for long periods
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/710c37e5-a6df-4755-9482-2e87db91f593,ensure vehicle operability
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/74aa45cf-175f-47ef-9978-d9de437d92ba,stay alert
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/79c366d4-0316-4838-b72e-c3be4f90fbd3,use communication devices
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/7de3b70e-2568-420a-8528-69523d323e7a,keep time accurately
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/8488927c-e4ba-4781-8b97-453ca50e7552,assist passengers
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/84fc058f-3a38-4a87-86c1-ce906660af31,provide information to passengers
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872,operate GPS systems
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/ab2bb44a-3956-4028-8715-8b70b1960b99,lift heavy weights
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/be0afbfa-2d39-47d0-8d5c-81df2a27d250,interpret traffic signals
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/c2ff1e5f-77ba-4527-bd88-dc7e5d67e2b9,ensure vehicles are equipped with accessibility equipment
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/c8b5b67b-d8d9-4857-bb26-1e35faf2ce22,clean road vehicles
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/e162e52d-204c-41f6-91ad-8ea2654a1606,adhere to transportation work schedule
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/ebfe7b18-1fad-463f-9509-8ef1a5736045,perform services in a flexible manner
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/f3a96be9-639d-43e0-aed5-c596980798d6,assist disable passengers
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/f8d2571d-1918-45ab-8e10-0c3830c1e77e,organise vehicle breakdown support
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,essential,skill/competence,http://data.europa.eu/esco/skill/fe490139-ccc4-4b82-ab55-5c6708cb0e30,perform defensive driving
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,optional,skill/competence,http://data.europa.eu/esco/skill/0ea0b260-617b-4d04-bf00-988dd0b122e5,execute vehicle maintenance
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,optional,skill/competence,http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,promote the use of sustainable transport
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,bus driver,optional,skill/competence,http://data.europa.eu/esco/skill/63321ecf-4fc6-44d9-88f1-5373a4f3038a,handle petty cash
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,knowledge,http://data.europa.eu/esco/skill/f75b740c-b36c-495e-bc67-efe347bbc6b5,company policies
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/047fcf0a-2936-49fb-b4eb-97cdd8d09d0b,maintain statutory books
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/0839eea4-c57b-4c14-b19b-923fbedb5d88,perform business research
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,use spreadsheets software
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/1f6eac42-e5aa-4fa7-a75d-a4eea12c618e,disseminate internal communications
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1,file documents
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/3e04e39d-9eb6-4167-ad2d-e3413f647e4e,organise business documents
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/43b13058-68d0-40c6-8031-caf5a7b7d20c,keep task records
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/5436f06d-4cc0-42a6-8e5b-63b842cce03b,disseminate general corporate information
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/71dde84c-0058-4c52-a556-523369333db8,use office systems
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/76f22707-8d30-453f-9eb7-3376e2960311,handle mail
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/7c3865d1-e5a9-4043-a7a4-2e9e30468c0b,perform office routine activities
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/81dc035c-921b-4fea-a453-94538e86097c,disseminate messages to people
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/8d49f760-3765-4612-8d40-a2bdd50738fe,fill out forms
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,manage digital documents
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,ensure proper document management
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/c58050e1-0774-4097-93d2-07dd7ba6a27a,organise facilities for office personnel
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec,plan schedule
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/ec0bbf39-0edd-4015-a2c3-82ad563ce3a8,draft corporate emails
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,essential,skill/competence,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,use microsoft office
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,knowledge,http://data.europa.eu/esco/skill/73aeff8a-28d9-46ca-9920-a9f37ce074fe,transcription methods
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,knowledge,http://data.europa.eu/esco/skill/880c54f9-866e-4f37-b5fa-25ef8a7d49b6,accounting techniques
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,knowledge,http://data.europa.eu/esco/skill/b17f4305-741a-4a1c-8fe8-6f11cb3d5c0a,business communication
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/0959a14b-9743-4d71-93ba-a1fefa56e5ae,create import-export commercial documentation
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/097c6a36-f031-4d3e-b5c1-62d6ffcb430b,respect data protection principles
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/1ba59ce0-7fec-434b-8d5c-9b275250a26c,prepare presentation material
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/2111dff8-f830-46ad-80ce-7885893b3134,coordinate events
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac,speak different languages
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/31c7add0-0150-4029-bf33-47872c23fcf1,maintain inventory of office supplies
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/382ed835-8958-4d86-8471-cff55c6df3e7,organise travel arrangements for staff
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/3838a64c-78dc-4f3f-a0c0-9f604e33eefd,maintain internal communication systems
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/40005305-4541-4da7-9f76-abab74f0bc51,monitor staff absences
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/48391ec6-42ba-4093-acf4-c7673b0c07f4,process commissioned instructions
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/63321ecf-4fc6-44d9-88f1-5373a4f3038a,handle petty cash
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/7ec3c77b-1955-4397-9bd3-7b7b9d0b8531,manage personnel agenda
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a,fix meetings
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/debb8d81-ed7f-447d-853a-5d107fda6fcf,provide customer follow-up services
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/df1265b9-81fd-4a40-a746-f0442ffbf7ef,deliver correspondence
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/e3e42d54-78bd-4337-aa87-bb31a7670c9a,issue sales invoices
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/f14ff4b7-be1e-4b55-b39b-520005f8a97e,liaise with managers
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,administrative assistant,optional,skill/competence,http://data.europa.eu/esco/skill/fdf15b35-9028-4acb-bfd2-43f00a015cd9,use personal organization software
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,knowledge,http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,procurement of ICT network equipment
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,knowledge,http://data.europa.eu/esco/skill/4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,telecommunication trunking
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,knowledge,http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,ICT communications protocols
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,knowledge,http://data.europa.eu/esco/skill/85ac537a-9233-42cc-a6e8-73851e77d214,direct inward dialing
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,knowledge,http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,concepts of telecommunications
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/26ed52cf-30ca-451e-9699-a6c04a30649f,solder electronics
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/30d926ba-1615-417c-a799-e24a3ea239b9,operate two-way radio systems
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/374ff115-fc97-4b64-afc1-86ef14a25e4d,seal wires
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/4a30802f-827c-4706-9099-de85beee6cb5,splice cable
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/4e6bf27c-e5eb-4653-80cf-63295f731cb1,operate digging construction equipment
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d,upgrade firmware
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/541ce3bd-a6a0-4413-a020-0db81e299658,operate aerial work platforms
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/7373abdb-ee5a-4949-b4ae-dee60ab37914,use communication equipment
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/7c5b66c6-36a1-4e03-bb57-64e8688b8f58,operate private branch exchange
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/861cc783-6d4c-442e-9081-3a6e389be454,install electronic communication equipment
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/8682024b-2c8b-4de4-8cd7-23ea6169da57,operate signal generator
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/8e91c9b3-45de-4db2-91df-138d10031cf0,log transmitter readings
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/9c203a4b-406e-487c-a27a-6ac99253e8fc,operate call distribution system
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/a7e5804d-d0b5-40d8-985e-9da9d93206e9,install cable TV services
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/a9b68e58-766a-403d-b5fe-955b57bdad1b,operate electronic measuring instruments
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/af1c7b89-679b-4fae-b67c-ed05c669719c,repair wiring
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/e207163b-7963-4c3e-9494-7a4bb000211b,estimate duration of work
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/eb275d0d-64bb-49cb-a501-72aff776088f,use session border controller
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/f0ff6f10-cbb4-44c0-acd5-ed17046b1396,install signal repeaters
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,essential,skill/competence,http://data.europa.eu/esco/skill/fd60bbcc-c3b6-4fa5-936c-eef5ae0a2d44,install low voltage wiring
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,knowledge,http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,Cisco
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,knowledge,http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,telecom regulations
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,implement ICT security policies
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/1a165a9b-2006-49e1-90b8-c0709933b4a3,use a complex communication system
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/2b285a57-4add-453e-af5d-3d986a65c8fe,use computer telephony integration
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c,execute analytical mathematical calculations
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/3cd0ee1e-73b1-487e-b186-2e0c4fc3720f,assess telecommunication infrastructure issues
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/4ed46658-cc30-4d37-9301-47dd354c92a2,design failover solutions
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/5da73370-f6b9-417d-a94c-09bf01f84aa2,use access control software
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/61970f8b-099c-4e7e-82e0-9ccdced0baf3,assist customers
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,perform ICT troubleshooting
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,implement a virtual private network
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/b9aad733-959a-4178-984f-53e4bd05b420,maintain internet protocol configuration
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,implement anti-virus software
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,ensure proper document management
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/e08821b5-d6dd-4db9-a0f1-43185653c244,monitor communication channels' performance
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,telecommunications technician,optional,skill/competence,http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,implement a firewall
http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,bricklayer,essential,skill/competence,http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9,sort waste
http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,bricklayer,essential,skill/competence,http://data.europa.eu/esco/skill/13e1c0a2-b90d-46f4-be51-11730360b38d,lay bricks
http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,bricklayer,essential,skill/competence,http://data.europa.eu/esco/skill/156f8c5b-894a-4ccc-a70e-37a2726f3f00,work ergonomically
http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,bricklayer,essential,skill/competence,http://data.europa.eu/esco/skill/2da864d4-339f-40ab-91c0-9f8d229a2c0b,snap chalk line
http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,bricklayer,essential,skill/competence,http://data.europa.eu/esco/skill/3e3f2ff8-cf80-4415-ac6a-020d52b175c1,split bricks
